			Номер страницы		SLP1		SLP1		IAST  + фopмa		RUS		ENG		CHEH	
<L>	2760	<pc>	119	<K1>	tAmra	</K1><K2>	tAmra	</K2>@<K2>	tāmra	</K2><p><LANG n = "RUSSIAN">	темнокрасный, темный	</LANG><p><LANG n = "ENGLISH">	dark-red, dark 	</LANG><p><LANG n = "CZECH">	tmavočervený, temný	<p>@<LEND>
<L>	2761	<pc>	119	<K1>	tAmraliptI	</K1><K2>	tAmraliptI	</K2>@<K2>	tāmraliptī f.	</K2><p><LANG n = "RUSSIAN">	название города	</LANG><p><LANG n = "ENGLISH">	name of a town	</LANG><p><LANG n = "CZECH">	jméno města	<p>@<LEND>
<L>	2762	<pc>	119-120	<K1>	tAra	</K1><K2>	tAra	</K2>@<K2>	tāra	</K2><p><LANG n = "RUSSIAN">	перевозящий, проникающий, острый; m. переход, защитник; n. берег	</LANG><p><LANG n = "ENGLISH">	crossing over, penetrating, shrill (as voice); m. crossing, protector; n. a river-bank	</LANG><p><LANG n = "CZECH">	převážející, pronikavý, ostrý; m. přechod, ochránce; n. břeh	<p>@<LEND>
<L>	2763	<pc>	120	<K1>	tArA	</K1><K2>	tArA	</K2>@<K2>	tārā f.	</K2><p><LANG n = "RUSSIAN">	звезда, неподвижная звезда, зрачок	</LANG><p><LANG n = "ENGLISH">	a star, fixed star, pupil of the eye	</LANG><p><LANG n = "CZECH">	hvězda, stálice, panenka (v oku) 	<p>@<LEND>
<L>	2764	<pc>	120	<K1>	tArAravi	</K1><K2>	tArAravi	</K2>@<K2>	tārāravi pl. (tārā  + ravi) 	</K2><p><LANG n = "RUSSIAN">	звезды и солнце	</LANG><p><LANG n = "ENGLISH">	stars and sun	</LANG><p><LANG n = "CZECH">	hvězdy a slunce	<p>@<LEND>
<L>	2765	<pc>	120	<K1>	tAla	</K1><K2>	tAla	</K2>@<K2>	tāla m. Borassus flabelliformis	</K2><p><LANG n = "RUSSIAN">	пальмира	</LANG><p><LANG n = "ENGLISH">	the palmyra-tree 	</LANG><p><LANG n = "CZECH">	palmyra	<p>@<LEND>
<L>	2766	<pc>	120	<K1>	tAlajaNGa	</K1><K2>	tAlajaNGa	</K2>@<K2>	tālajaṅgha	</K2><p><LANG n = "RUSSIAN">	c ногами подобными пальме; m., n. pr.	</LANG><p><LANG n = "ENGLISH">	having legs as long as a palmyra-tree; m., n. pr.	</LANG><p><LANG n = "CZECH">	s nohama jako palmyra; m., n. pr.	<p>@<LEND>
<L>	2767	<pc>	120	<K1>	tAvant	</K1><K2>	tAvant	</K2>@<K2>	tāvant	</K2><p><LANG n = "RUSSIAN">	такой большой, такой длинный, такой далекий, такой многочисленный, столько	</LANG><p><LANG n = "ENGLISH">	so great, so long, extending so far, so many	</LANG><p><LANG n = "CZECH">	tak velký, tak dlouhý, tak daleký, tak četný, tolik	<p>@<LEND>
<L>	2768	<pc>	120	<K1>	tAvat	</K1><K2>	tAvat	</K2>@<K2>	 +tāvat adv.	</K2><p><LANG n = "RUSSIAN">	столько, так далеко, так долго; прежде всего, итак; действительно, в самом деле; (иногда выражает усиление, подчеркивает) 	</LANG><p><LANG n = "ENGLISH">	so much, so far, so long; first, now; truly, really, indeed; (sometimes used to express emphasis) 	</LANG><p><LANG n = "CZECH">	tolik, tak daleko, tak dlouho; nejprve, nuže; opravdu, skutečně; (někdy vyjadřuje důraz) 	<p>@<LEND>
<L>	2769	<pc>	120	<K1>	yAvat	</K1><K2>	yAvat	</K2>@<K2>	 +yāvat - tāvat	</K2><p><LANG n = "RUSSIAN">	поскольку — постольку; между тем как; едва — тут	</LANG><p><LANG n = "ENGLISH">	as long as — so long; when — then; just as — then	</LANG><p><LANG n = "CZECH">	pokud — potud; zatím со — tu; sotva — tu	<p>@<LEND>
<L>	2770	<pc>	120	<K1>	tij	</K1><K2>	tij	</K2>@<K2>	√tij tejate	</K2><p><LANG n = "RUSSIAN">	быть острым, точить	</LANG><p><LANG n = "ENGLISH">	to be or make sharp	</LANG><p><LANG n = "CZECH">	býti ostrý, ostřiti	<p>@<LEND>
<L>	2771	<pc>	120	<K1>	titikzate	</K1><K2>	titikzate	</K2>@<K2>	 +titikṣate desid. 	</K2><p><LANG n = "RUSSIAN">	выдерживать, выносить (что-нибудь) 	</LANG><p><LANG n = "ENGLISH">	to bear, endure	</LANG><p><LANG n = "CZECH">	snášeti, strpěti něco	<p>@<LEND>
<L>	2772	<pc>	120	<K1>	titikzu	</K1><K2>	titikzu	</K2>@<K2>	titikṣu (cf. tij) 	</K2><p><LANG n = "RUSSIAN">	выносящий	</LANG><p><LANG n = "ENGLISH">	bearing	</LANG><p><LANG n = "CZECH">	snášející	<p>@<LEND>
<L>	2773	<pc>	120	<K1>	titIrzu	</K1><K2>	titIrzu	</K2>@<K2>	titīrṣu (cf. tar) 	</K2><p><LANG n = "RUSSIAN">	желающий перейти	</LANG><p><LANG n = "ENGLISH">	wishing to cross 	</LANG><p><LANG n = "CZECH">	toužící přejíti	<p>@<LEND>
<L>	2774	<pc>	120	<K1>	tiTi	</K1><K2>	tiTi	</K2>@<K2>	tithi m., f.	</K2><p><LANG n = "RUSSIAN">	лунарный день	</LANG><p><LANG n = "ENGLISH">	a lunar day	</LANG><p><LANG n = "CZECH">	lunární den	<p>@<LEND>
<L>	2775	<pc>	120	<K1>	janmatiTi	</K1><K2>	janmatiTi	</K2>@<K2>	 +janmatithi m., f.	</K2><p><LANG n = "RUSSIAN">	день рождения	</LANG><p><LANG n = "ENGLISH">	birthday	</LANG><p><LANG n = "CZECH">	den narozenl	<p>@<LEND>
<L>	2776	<pc>	120	<K1>	timi	</K1><K2>	timi	</K2>@<K2>	timi m.	</K2><p><LANG n = "RUSSIAN">	порода (большой) рыбы	</LANG><p><LANG n = "ENGLISH">	a kind of (large) fish 	</LANG><p><LANG n = "CZECH">	druh (velké) ryby	<p>@<LEND>
<L>	2777	<pc>	120	<K1>	timira	</K1><K2>	timira	</K2>@<K2>	timira	</K2><p><LANG n = "RUSSIAN">	темный, мрачный; n. тьма	</LANG><p><LANG n = "ENGLISH">	dark, gloomy; n. darkness 	</LANG><p><LANG n = "CZECH">	temný, tmavý; n. tma	<p>@<LEND>
<L>	2778	<pc>	120	<K1>	tiraScIna	</K1><K2>	tiraScIna	</K2>@<K2>	tiraścīna	</K2><p><LANG n = "RUSSIAN">	поперечный, пересекающийся	</LANG><p><LANG n = "ENGLISH">	cross, transverse	</LANG><p><LANG n = "CZECH">	příčný, průsečný	<p>@<LEND>
<L>	2779	<pc>	120	<K1>	tiras	</K1><K2>	tiras	</K2>@<K2>	tiras adv.	</K2><p><LANG n = "RUSSIAN">	поперек, со стороны	</LANG><p><LANG n = "ENGLISH">	crossways, aside	</LANG><p><LANG n = "CZECH">	napříč, stranou	<p>@<LEND>
<L>	2780	<pc>	120	<K1>	tiras	</K1><K2>	tiras	</K2>@<K2>	 +tiras prep.	</K2><p><LANG n = "RUSSIAN">	через, чрез, мимо	</LANG><p><LANG n = "ENGLISH">	across, through, over, apart from 	</LANG><p><LANG n = "CZECH">	skrze, přes, mimo	<p>@<LEND>
<L>	2781	<pc>	120	<K1>	tiraskar	</K1><K2>	tiraskar	</K2>@<K2>	tiraskar tiraskaroti v. s. v. I kar 	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	2782	<pc>	120	<K1>	tiryaYc	</K1><K2>	tiryaYc	</K2>@<K2>	tiryañc (tiryaṅ, tiraścī, tiryak) 	</K2><p><LANG n = "RUSSIAN">	поперечный, горизонтальный; m., n. животное	</LANG><p><LANG n = "ENGLISH">	directed across, horizontal; m., n. a beast	</LANG><p><LANG n = "CZECH">	příčný, horizontální; m., n. zvíře	<p>@<LEND>
<L>	2783	<pc>	120	<K1>	tila	</K1><K2>	tila	</K2>@<K2>	tila m.	</K2><p><LANG n = "RUSSIAN">	сезам (растение или семя) 	</LANG><p><LANG n = "ENGLISH">	the sesamum plant or seed 	</LANG><p><LANG n = "CZECH">	sesam (rostlina nebo semeno) 	<p>@<LEND>
<L>	2784	<pc>	120	<K1>	tizWant	</K1><K2>	tizWant	</K2>@<K2>	tiṣṭhant (p. pr. act. < sthā) 	</K2><p><LANG n = "RUSSIAN">	стоящий	</LANG><p><LANG n = "ENGLISH">	standing	</LANG><p><LANG n = "CZECH">	stojící	<p>@<LEND>
<L>	2785	<pc>	120	<K1>	tisras	</K1><K2>	tisras	</K2>@<K2>	tisras num., f. < tri q. v.	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	2786	<pc>	120	<K1>	tIkzRa	</K1><K2>	tIkzRa	</K2>@<K2>	tīkṣṇa	</K2><p><LANG n = "RUSSIAN">	острый, колючий, сильный	</LANG><p><LANG n = "ENGLISH">	sharp, pungent, fiery, keen 	</LANG><p><LANG n = "CZECH">	ostrý, bodavý, bystrý	<p>@<LEND>
<L>	2787	<pc>	120	<K1>	tIra	</K1><K2>	tIra	</K2>@<K2>	tīra n.	</K2><p><LANG n = "RUSSIAN">	берег, край	</LANG><p><LANG n = "ENGLISH">	a shore, bank, margin	</LANG><p><LANG n = "CZECH">	břeh, okraj	<p>@<LEND>
<L>	2788	<pc>	120	<K1>	tIrRa	</K1><K2>	tIrRa	</K2>@<K2>	tīrṇa (pp. < tar) 	</K2><p><LANG n = "RUSSIAN">	перейденный, распространенный	</LANG><p><LANG n = "ENGLISH">	crossed over, spread	</LANG><p><LANG n = "CZECH">	překročený, rozprostřený	<p>@<LEND>
<L>	2789	<pc>	121	<K1>	tIrTa	</K1><K2>	tIrTa	</K2>@<K2>	tīrtha n.	</K2><p><LANG n = "RUSSIAN">	брод, путь, купальня, паломническое место, подходящее место или время, почтенное лицо	</LANG><p><LANG n = "ENGLISH">	way, ford, bathing-place, place of pilgrimage, the right place or moment, a worthy person	</LANG><p><LANG n = "CZECH">	brod, cesta, koupaliště, poutní místo, vhodné místo nebo čas, ctihodná osoba	<p>@<LEND>
<L>	2790	<pc>	121	<K1>	tIvra	</K1><K2>	tIvra	</K2>@<K2>	tīvra	</K2><p><LANG n = "RUSSIAN">	острый, сильный, быстрый, грозный	</LANG><p><LANG n = "ENGLISH">	sharp, strong, violent, horrible	</LANG><p><LANG n = "CZECH">	ostrý, silný, prudký, hrozný	<p>@<LEND>
<L>	2791	<pc>	121	<K1>	tu	</K1><K2>	tu	</K2>@<K2>	I √tu tavīti	</K2><p><LANG n = "RUSSIAN">	быть сильным, мочь	</LANG><p><LANG n = "ENGLISH">	to be strong, have power	</LANG><p><LANG n = "CZECH">	býti silný, moci	<p>@<LEND>
<L>	2792	<pc>	121	<K1>	tu	</K1><K2>	tu	</K2>@<K2>	II tu, tū pcl.	</K2><p><LANG n = "RUSSIAN">	но, ну-ка, итак	</LANG><p><LANG n = "ENGLISH">	but, now, then	</LANG><p><LANG n = "CZECH">	ale, nuže, tedy	<p>@<LEND>
<L>	2793	<pc>	121	<K1>	tuNga	</K1><K2>	tuNga	</K2>@<K2>	tuṅga	</K2><p><LANG n = "RUSSIAN">	высокий, вытаращенный (о глазах); m. высота, гора	</LANG><p><LANG n = "ENGLISH">	high, protruding (as eyes); m. a height, mountain	</LANG><p><LANG n = "CZECH">	vysoký, vyvalený (о očich); m. výška, hora	<p>@<LEND>
<L>	2794	<pc>	121	<K1>	tucCya	</K1><K2>	tucCya	</K2>@<K2>	tucchya	</K2><p><LANG n = "RUSSIAN">	пустой, безвоздушный	</LANG><p><LANG n = "ENGLISH">	empty, void	</LANG><p><LANG n = "CZECH">	prázdný, vzduchoprázdný	<p>@<LEND>
<L>	2795	<pc>	121	<K1>	tud	</K1><K2>	tud	</K2>@<K2>	√tud tudati, pp. tunna	</K2><p><LANG n = "RUSSIAN">	колоть, мучить	</LANG><p><LANG n = "ENGLISH">	to goad, vex	</LANG><p><LANG n = "CZECH">	bodati, sužovati	<p>@<LEND>
<L>	2796	<pc>	121	<K1>	tumula	</K1><K2>	tumula	</K2>@<K2>	tumula	</K2><p><LANG n = "RUSSIAN">	громкий; n. шум, гам, суматоха	</LANG><p><LANG n = "ENGLISH">	tumultuous; n. tumult, noise, confusion	</LANG><p><LANG n = "CZECH">	hlučný; n. hluk, povyk, zmatek	<p>@<LEND>
<L>	2797	<pc>	121	<K1>	tur	</K1><K2>	tur	</K2>@<K2>	√tur turati	</K2><p><LANG n = "RUSSIAN">	спешить, торопиться, бежать	</LANG><p><LANG n = "ENGLISH">	to hasten, run 	</LANG><p><LANG n = "CZECH">	spěchati, běžeti	<p>@<LEND>
<L>	2798	<pc>	121	<K1>	turaga	</K1><K2>	turaga	</K2>@<K2>	turaga, turaṅga m. 	</K2><p><LANG n = "RUSSIAN">	лошадь	</LANG><p><LANG n = "ENGLISH">	a horse	</LANG><p><LANG n = "CZECH">	kůň	<p>@<LEND>
<L>	2799	<pc>	121	<K1>	turPari	</K1><K2>	turPari	</K2>@<K2>	turphari	</K2><p><LANG n = "RUSSIAN">	неясное слово в Ригведе	</LANG><p><LANG n = "ENGLISH">	an obscure word in the Ṛgveda 	</LANG><p><LANG n = "CZECH">	nejasně slovo v Ṛgvedě	<p>@<LEND>
<L>	2800	<pc>	121	<K1>	tulA	</K1><K2>	tulA	</K2>@<K2>	tulā f.	</K2><p><LANG n = "RUSSIAN">	весы, вес, тяжесть; одинаковость, сходство	</LANG><p><LANG n = "ENGLISH">	а balance, weight; equality, similarity	</LANG><p><LANG n = "CZECH">	váha (nástroj í zjištěná tíže); stejnost, podoba	<p>@<LEND>
<L>	2801	<pc>	121	<K1>	tulya	</K1><K2>	tulya	</K2>@<K2>	tulya 	</K2><p><LANG n = "RUSSIAN">	равный, одинаковый, похожий	</LANG><p><LANG n = "ENGLISH">	equal, similar, like 	</LANG><p><LANG n = "CZECH">	rovný, stejný, podobný	<p>@<LEND>
<L>	2802	<pc>	121	<K1>	tulyaBAva	</K1><K2>	tulyaBAva	</K2>@<K2>	tulyabhāva m.	</K2><p><LANG n = "RUSSIAN">	одинаковость, равноправие	</LANG><p><LANG n = "ENGLISH">	equality, equality of rights 	</LANG><p><LANG n = "CZECH">	stejnost, rovnoprávnost	<p>@<LEND>
<L>	2803	<pc>	121	<K1>	tuvizmant	</K1><K2>	tuvizmant	</K2>@<K2>	tuviṣmant	</K2><p><LANG n = "RUSSIAN">	мощный	</LANG><p><LANG n = "ENGLISH">	powerful	</LANG><p><LANG n = "CZECH">	mocný	<p>@<LEND>
<L>	2804	<pc>	121	<K1>	tuz	</K1><K2>	tuz	</K2>@<K2>	√tuṣ tuṣyati, -te, pp. tuṣṭa	</K2><p><LANG n = "RUSSIAN">	успокоиться, утешиться	</LANG><p><LANG n = "ENGLISH">	to become calm, be satisfied or contented	</LANG><p><LANG n = "CZECH">	utišiti se, utěšiti se, uspokojití se	<p>@<LEND>
<L>	2805	<pc>	121	<K1>	tozayati	</K1><K2>	tozayati	</K2>@<K2>	 +caus. toṣayati	</K2><p><LANG n = "RUSSIAN">	успокоить, утешить	</LANG><p><LANG n = "ENGLISH">	to appease, gratify 	</LANG><p><LANG n = "CZECH">	utišiti, utěšiti	<p>@<LEND>
<L>	2806	<pc>	121	<K1>	tuza	</K1><K2>	tuza	</K2>@<K2>	tuṣa m.	</K2><p><LANG n = "RUSSIAN">	шелуха	</LANG><p><LANG n = "ENGLISH">	the husk of grain	</LANG><p><LANG n = "CZECH">	slupka	<p>@<LEND>
<L>	2807	<pc>	121	<K1>	tuzAra	</K1><K2>	tuzAra	</K2>@<K2>	tuṣāra	</K2><p><LANG n = "RUSSIAN">	холодный; m. холод, снег	</LANG><p><LANG n = "ENGLISH">	cold; m. frost, snow	</LANG><p><LANG n = "CZECH">	studený; m. chlad, sníh	<p>@<LEND>
<L>	2808	<pc>	121	<K1>	tuzwa	</K1><K2>	tuzwa	</K2>@<K2>	tuṣṭa (pp. <tuṣ) 	</K2><p><LANG n = "RUSSIAN">	доволен, обрадованный	</LANG><p><LANG n = "ENGLISH">	satisfied, pleased	</LANG><p><LANG n = "CZECH">	spokojen, potěšený	<p>@<LEND>
<L>	2809	<pc>	121	<K1>	tuzwi	</K1><K2>	tuzwi	</K2>@<K2>	tuṣṭi f.	</K2><p><LANG n = "RUSSIAN">	спокойствие, удовлетворение	</LANG><p><LANG n = "ENGLISH">	contentment, satisfaction 	</LANG><p><LANG n = "CZECH">	spokojenost, uspokojení	<p>@<LEND>
<L>	2810	<pc>	121	<K1>	tustUrzamARa	</K1><K2>	tustUrzamARa	</K2>@<K2>	tustūrṣamāṇa (p. pr. med. desid. < star, q. v.) 	</K2><p><LANG n = "RUSSIAN">	угрожающий завалить или повергнуть ниц	</LANG><p><LANG n = "ENGLISH">	threatening to knock down, cover or bury	</LANG><p><LANG n = "CZECH">	hrozící srazit nebo zasypat	<p>@<LEND>
<L>	2811	<pc>	121	<K1>	tuhina	</K1><K2>	tuhina	</K2>@<K2>	tuhina n.	</K2><p><LANG n = "RUSSIAN">	мороз, снег	</LANG><p><LANG n = "ENGLISH">	frost, snow 	</LANG><p><LANG n = "CZECH">	mráz, sníh	<p>@<LEND>
<L>	2812	<pc>	121	<K1>	tUyam	</K1><K2>	tUyam	</K2>@<K2>	tūyam adv.	</K2><p><LANG n = "RUSSIAN">	быстро	</LANG><p><LANG n = "ENGLISH">	quickly	</LANG><p><LANG n = "CZECH">	rychle	<p>@<LEND>
<L>	2813	<pc>	121	<K1>	tUrRa	</K1><K2>	tUrRa	</K2>@<K2>	tūrṇa	</K2><p><LANG n = "RUSSIAN">	быстрый, поспешный	</LANG><p><LANG n = "ENGLISH">	quick, swift	</LANG><p><LANG n = "CZECH">	rychlý, kvapný	<p>@<LEND>
<L>	2814	<pc>	121	<K1>	tUlikA	</K1><K2>	tUlikA	</K2>@<K2>	tūlikā f.	</K2><p><LANG n = "RUSSIAN">	тюфяк (наполненный хлопком) 	</LANG><p><LANG n = "ENGLISH">	a mattress filled with cotton 	</LANG><p><LANG n = "CZECH">	matrace (plněná bavlnou) 	<p>@<LEND>
<L>	2815	<pc>	121	<K1>	tUzRIm	</K1><K2>	tUzRIm	</K2>@<K2>	tūṣṇīm adv.	</K2><p><LANG n = "RUSSIAN">	тихо, молча	</LANG><p><LANG n = "ENGLISH">	silently, in silence 	</LANG><p><LANG n = "CZECH">	tiše, mlčky	<p>@<LEND>
<L>	2816	<pc>	121	<K1>	tUzRIM	</K1><K2>	tUzRIM	</K2>@<K2>	 +tūṣṇīṃ bhū, as	</K2><p><LANG n = "RUSSIAN">	умолкнуть	</LANG><p><LANG n = "ENGLISH">	to become silent or speechless	</LANG><p><LANG n = "CZECH">	zmlknouti	<p>@<LEND>
<L>	2817	<pc>	122	<K1>	tfRa	</K1><K2>	tfRa	</K2>@<K2>	tṛṇa n.	</K2><p><LANG n = "RUSSIAN">	трава, лист, соломка, стебель	</LANG><p><LANG n = "ENGLISH">	grass, grass-blade, straw 	</LANG><p><LANG n = "CZECH">	tráva, list, stéblo	<p>@<LEND>
<L>	2818	<pc>	122	<K1>	tftIya	</K1><K2>	tftIya	</K2>@<K2>	tṛtīya num. ord.	</K2><p><LANG n = "RUSSIAN">	третий	</LANG><p><LANG n = "ENGLISH">	the third	</LANG><p><LANG n = "CZECH">	třetí	<p>@<LEND>
<L>	2819	<pc>	122	<K1>	tftIyam	</K1><K2>	tftIyam	</K2>@<K2>	 +tṛtīyam adv.	</K2><p><LANG n = "RUSSIAN">	в-третьих	</LANG><p><LANG n = "ENGLISH">	thirdly	</LANG><p><LANG n = "CZECH">	za třetí	<p>@<LEND>
<L>	2820	<pc>	122	<K1>	tfpta	</K1><K2>	tfpta	</K2>@<K2>	tṛpta (pp. < tarp) 	</K2><p><LANG n = "RUSSIAN">	насыщенный, удовлетворенный	</LANG><p><LANG n = "ENGLISH">	satiated, satisfied	</LANG><p><LANG n = "CZECH">	nasycený, uspokojený	<p>@<LEND>
<L>	2821	<pc>	122	<K1>	tfptatA	</K1><K2>	tfptatA	</K2>@<K2>	tṛptatā, tṛpti f.	</K2><p><LANG n = "RUSSIAN">	насыщение, удовлетворение	</LANG><p><LANG n = "ENGLISH">	satiety, contentment 	</LANG><p><LANG n = "CZECH">	nasycení, uspokojení	<p>@<LEND>
<L>	2822	<pc>	122	<K1>	tfz	</K1><K2>	tfz	</K2>@<K2>	I √tṛṣ v. tarṣ	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	2823	<pc>	122	<K1>	tfz	</K1><K2>	tfz	</K2>@<K2>	II tṛṣ, tṛṣā f.	</K2><p><LANG n = "RUSSIAN">	жажда, влечение, дочь Ками	</LANG><p><LANG n = "ENGLISH">	thirst, desire, a daughter of Kāma	</LANG><p><LANG n = "CZECH">	žízeň, touha, dcera Kāmova	<p>@<LEND>
<L>	2824	<pc>	122	<K1>	tfzita	</K1><K2>	tfzita	</K2>@<K2>	tṛṣita	</K2><p><LANG n = "RUSSIAN">	жаждущий, алчущий	</LANG><p><LANG n = "ENGLISH">	thirsty, desirous	</LANG><p><LANG n = "CZECH">	žíznivý, dychtivý	<p>@<LEND>
<L>	2825	<pc>	122	<K1>	trzwa	</K1><K2>	trzwa	</K2>@<K2>	trṣṭa	</K2><p><LANG n = "RUSSIAN">	иссохший, шершавый, неприятный	</LANG><p><LANG n = "ENGLISH">	arid, rough, harsh 	</LANG><p><LANG n = "CZECH">	vyprahlý, drsný, nepříjemný	<p>@<LEND>
<L>	2826	<pc>	122	<K1>	tfzwadaMSman	</K1><K2>	tfzwadaMSman	</K2>@<K2>	tṛṣṭadaṃśman	</K2><p><LANG n = "RUSSIAN">	неприятно кусающий	</LANG><p><LANG n = "ENGLISH">	harsh-biting 	</LANG><p><LANG n = "CZECH">	nepříjemně kousající '	<p>@<LEND>
<L>	2827	<pc>	122	<K1>	tfzRA	</K1><K2>	tfzRA	</K2>@<K2>	tṛṣṇā f.	</K2><p><LANG n = "RUSSIAN">	жажда, влечение	</LANG><p><LANG n = "ENGLISH">	thirst, desire 	</LANG><p><LANG n = "CZECH">	žízeň, touha	<p>@<LEND>
<L>	2828	<pc>	122	<K1>	tfzyAvant	</K1><K2>	tfzyAvant	</K2>@<K2>	tṛṣyāvant	</K2><p><LANG n = "RUSSIAN">	жаждущий	</LANG><p><LANG n = "ENGLISH">	thirsty 	</LANG><p><LANG n = "CZECH">	žíznivý	<p>@<LEND>
<L>	2829	<pc>	122	<K1>	tF	</K1><K2>	tF	</K2>@<K2>	tṝ v. tar	</K2><p><LANG n = "RUSSIAN">		</LANG><p><LANG n = "ENGLISH">		</LANG><p><LANG n = "CZECH">		<p>@<LEND>
<L>	2830	<pc>	122	<K1>	tejas	</K1><K2>	tejas	</K2>@<K2>	tejas n.	</K2><p><LANG n = "RUSSIAN">	острие, язык пламени, огонь, жар, свет, сияние, энергия, сила, величие, мощь	</LANG><p><LANG n = "ENGLISH">	edge, tip of а flame, fire, heat, light, brilliance, splendour, energy, might, majesty	</LANG><p><LANG n = "CZECH">	ostří, jazyk plamene, oheň, světlo, jas, záře, energie, síla, majestát, moc	<p>@<LEND>
<L>	2831	<pc>	122	<K1>	tEttirIya	</K1><K2>	tEttirIya	</K2>@<K2>	taittirīya m. pl.	</K2><p><LANG n = "RUSSIAN">	ученики Титтири	</LANG><p><LANG n = "ENGLISH">	the pupils of Tittiri	</LANG><p><LANG n = "CZECH">	žáci Tittirovi	<p>@<LEND>
<L>	2832	<pc>	122	<K1>	tEla	</K1><K2>	tEla	</K2>@<K2>	taila n.	</K2><p><LANG n = "RUSSIAN">	сезамовое масло; масло (вообще) 	</LANG><p><LANG n = "ENGLISH">	sesamum oil; oil (in general) 	</LANG><p><LANG n = "CZECH">	sesamový olej; olej (vůbec) 	<p>@<LEND>
<L>	2833	<pc>	122	<K1>	toka	</K1><K2>	toka	</K2>@<K2>	toka n.	</K2><p><LANG n = "RUSSIAN">	потомство, дитя	</LANG><p><LANG n = "ENGLISH">	offspring, child 	</LANG><p><LANG n = "CZECH">	potomstvo, dítě	<p>@<LEND>
<L>	2834	<pc>	122	<K1>	toya	</K1><K2>	toya	</K2>@<K2>	toya n.	</K2><p><LANG n = "RUSSIAN">	вода	</LANG><p><LANG n = "ENGLISH">	water	</LANG><p><LANG n = "CZECH">	voda	<p>@<LEND>
<L>	2835	<pc>	122	<K1>	toyada	</K1><K2>	toyada	</K2>@<K2>	 +toyada m.	</K2><p><LANG n = "RUSSIAN">	облако	</LANG><p><LANG n = "ENGLISH">	a cloud	</LANG><p><LANG n = "CZECH">	oblak	<p>@<LEND>
<L>	2836	<pc>	122	<K1>	toraRa	</K1><K2>	toraRa	</K2>@<K2>	toraṇa n.	</K2><p><LANG n = "RUSSIAN">	арка (дверная), портал	</LANG><p><LANG n = "ENGLISH">	an arch, arched doorway, portal 	</LANG><p><LANG n = "CZECH">	oblouk (dveřní), portál	<p>@<LEND>
<L>	2837	<pc>	122	<K1>	toraRavant	</K1><K2>	toraRavant	</K2>@<K2>	 +toraṇavant	</K2><p><LANG n = "RUSSIAN">	снабженный аркой	</LANG><p><LANG n = "ENGLISH">	adorned by an arch 	</LANG><p><LANG n = "CZECH">	opatřený obloukem	<p>@<LEND>
<L>	2838	<pc>	122	<K1>	tolana	</K1><K2>	tolana	</K2>@<K2>	tolana n.	</K2><p><LANG n = "RUSSIAN">	поднятие, измерение на весах	</LANG><p><LANG n = "ENGLISH">	raising, lifting up, weighing 	</LANG><p><LANG n = "CZECH">	zvednutí, vážení	<p>@<LEND>
